cod_tess_ins_lez_f,cod_corso_lez_f,cod_lez_f,cf_allievo_f
61377,71708,45922,LIECRO95O95J441Y
61377,71708,43945,LIECRO95O95J441Y
61377,71708,91877,ONOHEM53N44W554X
61377,71708,07023,LIECRO95O95J441Y
61377,71708,76259,GIPARN30G95K926Y
61377,71708,42041,TERGIL22L51P660U
61377,71708,80462,ESSPEN25U76E117L
61377,71708,51388,ONOHEM53N44W554X
61377,71708,83977,TERGIL22L51P660U
61377,71708,92838,MARTIR96S69O181B
61377,71708,92498,JAYEIS32T61V223Y
61377,71708,05801,ONOHEM53N44W554X
61377,71708,28943,MARTIR96S69O181B
61377,71708,98028,THOROB38U28J989D
61377,71708,47928,ONOHEM53N44W554X
61377,71708,07330,ONOHEM53N44W554X
61377,71708,01908,GIPARN30G95K926Y
61377,71708,53781,MARTIR96S69O181B
61377,71708,51008,LIECRO95O95J441Y
61377,71708,78364,MARTIR96S69O181B
61377,71708,00967,ESSPEN25U76E117L
61377,71708,03713,TERGIL22L51P660U
61377,71708,98908,TERGIL22L51P660U
61377,71708,07551,JAYEIS32T61V223Y
61377,71708,69030,THOROB38U28J989D
61377,71708,57947,ONOHEM53N44W554X
61377,71708,54840,MARTIR96S69O181B
61377,71708,56891,THOROB38U28J989D
61377,71708,43146,TERGIL22L51P660U
61377,71708,14416,TERGIL22L51P660U
61377,71708,71602,MARTIR96S69O181B
61377,71708,28830,ONOHEM53N44W554X
61377,71708,55180,MARTIR96S69O181B
61377,71708,79838,ESSPEN25U76E117L
61377,71708,14338,ONOHEM53N44W554X
61377,71708,53826,ONOHEM53N44W554X
61377,71708,78044,JAYEIS32T61V223Y
61377,71708,22969,GIPARN30G95K926Y
61377,71708,75924,LIECRO95O95J441Y
61377,71708,56754,TERGIL22L51P660U
61377,71708,27114,THOROB38U28J989D
61377,71708,29080,ESSPEN25U76E117L
61377,71708,62658,JAYEIS32T61V223Y
61377,71708,61175,THOROB38U28J989D
61377,71708,65969,ESSPEN25U76E117L
61377,71708,18914,TERGIL22L51P660U
61377,71708,01372,GIPARN30G95K926Y
61377,71708,86904,JAYEIS32T61V223Y
61377,71708,57550,TERGIL22L51P660U
61377,71708,87938,ONOHEM53N44W554X
61377,71708,56617,TERGIL22L51P660U
61377,71708,14551,TERGIL22L51P660U
61377,71708,06307,ESSPEN25U76E117L
61377,71708,08903,JAYEIS32T61V223Y
61377,71708,59038,JAYEIS32T61V223Y
61377,71708,91347,TERGIL22L51P660U
61377,71708,87664,ONOHEM53N44W554X
61377,71708,18838,TERGIL22L51P660U
61377,71708,65090,LIECRO95O95J441Y
61377,71708,10700,JAYEIS32T61V223Y
61377,71708,72695,THOROB38U28J989D
61377,71708,76635,THOROB38U28J989D
61377,71708,39830,GIPARN30G95K926Y
61377,71708,38566,LIECRO95O95J441Y
61377,71708,04476,TERGIL22L51P660U
